 ADSORPTION
   2.098083496093750E-007  1.325428217622400E-048
   4.196166992187500E-007  5.298856748662073E-048
   6.294250488281250E-007  1.191444851549204E-047
   1.049041748046875E-006  3.305936452797816E-047
   1.888275146484375E-006  1.067581111887449E-046
   3.566741943359375E-006  3.780907943880728E-046
   6.923675537109375E-006  1.401418285683860E-045
   9.692288399177368E-006  2.711473510168254E-045
   1.204855469717836E-005  4.141466157896323E-045
   1.413507758811856E-005  5.636337668555472E-045
   1.601294818996474E-005  7.154257980149305E-045
   1.770303173162630E-005  8.653303847153076E-045
   1.939311527328787E-005  1.027071938342291E-044
   2.091419046078328E-005  1.182123528704197E-044
   2.243526564827869E-005  1.345653911493072E-044
   2.395634083577409E-005  1.517047530472938E-044
   2.532530850451996E-005  1.677507260326533E-044
   2.669427617326583E-005  1.843497431310756E-044
   2.806324384201170E-005  2.014524115648436E-044
   2.943221151075756E-005  2.190081861535950E-044
   3.217014684824930E-005  2.553043065999035E-044
   3.490808218574103E-005  2.928800176544709E-044
   3.767148477828690E-005  3.317008057729854E-044
   4.043488737083276E-005  3.710216170678376E-044
   4.319828996337862E-005  4.104406122241783E-044
   4.596169255592448E-005  4.495570234174704E-044
   4.872509514847034E-005  4.879739025583842E-044
   5.148849774101621E-005  5.252997192143526E-044
   5.425190033356207E-005  5.611541195032943E-044
   5.977870551865379E-005  6.269934814300608E-044
   6.475283018523634E-005  6.777015940296144E-044
   6.972695485181890E-005  7.184625850187850E-044
   7.470107951840146E-005  7.477620774012930E-044
   7.967520418498401E-005  7.643752885952608E-044
   8.464932885156657E-005  7.673988150410930E-044
   8.962345351814912E-005  7.562797716705779E-044
   9.599032382937242E-005  7.211438419851458E-044
   9.948707142664501E-005  6.919931827917958E-044
   9.998946928322486E-005  6.872443400868145E-044
   1.009942649963846E-004  6.776274697456715E-044
   1.019990607095443E-004  6.680643683960984E-044
   1.027993706422161E-004  6.604881529338799E-044
   1.035996805748880E-004  6.529394646681697E-044
   1.043999905075599E-004  6.454303065236148E-044
   1.052003004402317E-004  6.379530708878033E-044
   1.068009203055755E-004  6.231655562265067E-044
   1.100021600362630E-004  5.941185272454396E-044
   1.164046394976380E-004  5.380889884216512E-044
   1.292095984203881E-004  4.339216901466544E-044
   1.548195162658882E-004  2.544111694921837E-044
   2.060393519568884E-004 -8.554496924823178E-046
   2.572591876478887E-004 -1.922720164008414E-044
   3.084790233388889E-004 -3.113620671171486E-044
   4.109186947208894E-004 -4.357069915400396E-044
   5.133583661028899E-004 -4.170358800973476E-044
   6.157980374848904E-004 -3.044145154577039E-044
   8.206773802488913E-004 -2.941596525419474E-045
   1.230436065776893E-003  3.336662796011177E-044
   1.640194751304895E-003  3.346559338195044E-044
   2.049953436832897E-003  9.308584727378133E-045
   2.459712122360899E-003 -1.641520627236087E-044
   3.279229493416903E-003 -3.532163234004004E-044
   4.098746864472907E-003  1.470794965927360E-045
   4.918264235528911E-003  3.026018821909011E-044
   5.737781606584915E-003 -1.027689807748233E-044
   6.557298977640920E-003 -6.833946596051662E-044
   7.376816348696924E-003 -5.175085528604400E-044
   8.196333719752927E-003  2.989266157072522E-044
   9.015851090808932E-003  5.391478919894523E-044
   9.835368461864936E-003 -2.009440117271062E-044
   1.065488583292094E-002 -6.385025717996646E-044
   1.147440320397694E-002  1.189581647465068E-044
   1.311343794608895E-002  2.014218648345046E-043
   1.449830377278130E-002  1.855403521245075E-043
   1.588316959947365E-002  4.461709032461513E-044
   1.726803542616600E-002 -9.085115826549663E-044
   1.865290125285835E-002 -8.726232955228960E-044
   2.003776707955070E-002  1.645837071685483E-044
   2.142263290624304E-002  7.191219097052829E-044
   2.280749873293539E-002  1.085293435392483E-044
   2.557723038632009E-002 -2.434377367986718E-043
   2.834696203970479E-002 -3.425916957796969E-043
   3.111669369308949E-002 -2.166695426249062E-043
   3.388642534647419E-002  3.752861224901720E-043
   3.665615699985889E-002  8.547543878004312E-043
   3.942588865324358E-002 -9.967450654721485E-043
   4.219562030662829E-002 -2.806680584532793E-042
   4.496535196001298E-002  4.022256594409355E-042
   4.773508361339768E-002  9.291362251610856E-042
   5.050481526678237E-002 -1.499754274027235E-041
   5.327454692016707E-002 -2.936868808733501E-041
   5.604427857355177E-002  5.018370526233642E-041
   5.881401022693647E-002  8.903956655423913E-041
   6.158374188032116E-002 -6.625523326166961E-041
   6.435347353370586E-002 -1.699846323844209E-040
   6.712320518709055E-002  9.606126642390741E-041
   6.989293684047524E-002  1.865621716707638E-040
   7.266266849385994E-002 -3.033969363481107E-040
   7.543240014724463E-002 -2.903732340335062E-040
   7.820213180062932E-002  6.681417540288310E-040
   8.097186345401401E-002  9.733043295255921E-040
   8.374159510739871E-002 -1.720465331445014E-040
   8.651132676078339E-002 -4.538307960220076E-040
   8.928105841416809E-002  1.043121192790254E-039
   9.205079006755277E-002  1.626084224968321E-039
   9.482052172093747E-002  2.249476124109716E-040
   9.759025337432217E-002 -1.444293559190971E-039
   0.100359985027707 -1.386853141331336E-039
   0.103129716681092  1.609305501405029E-040
   0.105899448334476  1.285522647928578E-039
   0.108669179987861  8.333445871673376E-040
   0.111438911641246 -4.537828234466865E-040
   0.114208643294630 -8.866632451712979E-040
   0.119748106601400  2.459361415934473E-039
   0.124733623577492  4.534263176063241E-039
   0.129719140553585  1.670189371009198E-041
   0.134704657529677 -5.794403979456712E-039
   0.139690174505770 -2.134393221205515E-039
   0.144675691481862  6.859047394143714E-039
   0.149661208457954  5.372039048617256E-039
   0.154646725434047 -6.890241245188199E-039
   0.159632242410139 -9.721838431677751E-039
   0.164617759386232  5.071482379657726E-039
   0.169603276362324  1.478000949556365E-038
   0.174588793338417 -2.862611065571556E-040
   0.179574310314509 -1.927350730083719E-038
